       Step     Time          Energy         fmax
GPMin:   13 17:42:59       -4.516756        0.1294
GPMin:   14 17:43:05       -4.563573        0.1288
GPMin:   15 17:43:11       -4.582026        0.1385
GPMin:   16 17:43:16       -4.614461        0.1365
GPMin:   17 17:43:23       -4.651790        0.1058
GPMin:   18 17:43:28       -4.672301        0.0862
GPMin:   19 17:43:34       -4.687589        0.0772
GPMin:   20 17:43:40       -4.704199        0.0656
GPMin:   21 17:43:46       -4.716324        0.0606
GPMin:   22 17:43:51       -4.731067        0.0589
GPMin:   23 17:43:57       -4.746352        0.0569
GPMin:   24 17:44:03       -4.759228        0.0560
GPMin:   25 17:44:09       -4.775834        0.0564
GPMin:   26 17:44:14       -4.793102        0.0839
GPMin:   27 17:44:20       -4.815266        0.0929
GPMin:   28 17:44:26       -4.845879        0.0873
GPMin:   29 17:44:32       -4.869977        0.0826
GPMin:   30 17:44:37       -4.895325        0.0759
GPMin:   31 17:44:44       -4.910020        0.0520
GPMin:   32 17:44:49       -4.914877        0.0526
GPMin:   33 17:44:54       -4.921435        0.0370
GPMin:   34 17:44:59       -4.923572        0.0392
GPMin:   35 17:45:04       -4.926726        0.0275
GPMin:   36 17:45:09       -4.929397        0.0267
GPMin:   37 17:45:14       -4.930741        0.0216
GPMin:   38 17:45:19       -4.931809        0.0178
       Step     Time          Energy         fmax
GPMin:    0 17:45:28       -4.616332        0.3373
GPMin:    1 17:45:35       -4.744262        0.2567
GPMin:    2 17:45:42       -4.818710        0.1485
GPMin:    3 17:45:47       -4.855693        0.0838
GPMin:    4 17:45:53       -4.879292        0.0650
GPMin:    5 17:45:59       -4.896933        0.0657
GPMin:    6 17:46:04       -4.911466        0.0542
GPMin:    7 17:46:09       -4.923007        0.0361
GPMin:    8 17:46:14       -4.930270        0.0266
GPMin:    9 17:46:19       -4.932888        0.0263
GPMin:   10 17:46:23       -4.933422        0.0157
       Step     Time          Energy         fmax
GPMin:    0 17:46:32       -4.691645        0.2359
GPMin:    1 17:46:39       -4.761481        0.2001
GPMin:    2 17:46:45       -4.792806        0.1945
GPMin:    3 17:46:51       -4.799896        0.1461
GPMin:    4 17:46:57       -4.803013        0.1274
GPMin:    5 17:47:02       -4.811353        0.0483
GPMin:    6 17:47:08       -4.816887        0.0336
GPMin:    7 17:47:14       -4.825397        0.0376
GPMin:    8 17:47:21       -4.838560        0.0333
GPMin:    9 17:47:27       -4.846632        0.0408
GPMin:   10 17:47:33       -4.846881        0.0705
GPMin:   11 17:47:38       -4.851518        0.0392
GPMin:   12 17:47:43       -4.861179        0.0454
GPMin:   13 17:47:48       -4.872873        0.0650
GPMin:   14 17:47:53       -4.885179        0.0511
GPMin:   15 17:47:58       -4.889213        0.0173
       Step     Time          Energy         fmax
GPMin:    0 17:48:07       -3.758512        0.9737
GPMin:    1 17:48:15       -4.134864        0.3154
GPMin:    2 17:48:22       -4.233079        0.2023
GPMin:    3 17:48:28       -4.295268        0.1536
GPMin:    4 17:48:35       -4.331972        0.1558
GPMin:    5 17:48:41       -4.376282        0.1313
GPMin:    6 17:48:46       -4.420508        0.1110
GPMin:    7 17:48:52       -4.458060        0.1010
GPMin:    8 17:48:58       -4.494155        0.1028
GPMin:    9 17:49:04       -4.537708        0.0936
GPMin:   10 17:49:10       -4.581904        0.1048
GPMin:   11 17:49:17       -4.629206        0.1115
GPMin:   12 17:49:23       -4.676671        0.0933
GPMin:   13 17:49:28       -4.713797        0.0806
GPMin:   14 17:49:34       -4.741961        0.0764
GPMin:   15 17:49:39       -4.762692        0.0711
GPMin:   16 17:49:44       -4.775852        0.0632
GPMin:   17 17:49:49       -4.786640        0.0573
GPMin:   18 17:49:54       -4.796890        0.0462
GPMin:   19 17:49:59       -4.804116        0.0453
